Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Market Capitalisation (Rs. Cr.)
530709,Gowra Leasing & Finance Ltd.,GOWRALE,GOWRA LEASING & FINANCE LTD.,Active,XT,10.0,INE225G01012,Non Banking Financial Company (NBFC),6.93
530711,Jagan Lamps Ltd.,JAGANLAM,JAGAN LAMPS LTD.,Active,XT,10.0,INE144C01014,Auto Components & Equipments,46.11
530713,AJEL Limited,AJEL,AJEL LTD.,Active,Z,10.0,INE229B01015,Computers - Software & Consulting,21.23
530715,Alps Industries Ltd.,ALPSINDUS,ALPS INDUSTRIES LTD.,Active,T,10.0,INE093B01015,Other Textile Products,7.16
530723,Asit C Mehta Financial Services Limited,ASITCFIN,ASIT C.MEHTA FINANCIAL SERVICES LTD.,Active,X,10.0,INE041B01014,Stockbroking & Allied,67.21
530733,ENCODE PACKAGING INDIA LIMITED,ENCODE,Encode Packaging India Ltd,Active,X,10.0,INE900O01014,Print Media,2.27
530735,Super Bakers (India) Ltd.,SUPERBAK,SUPER BAKERS (INDIA) LTD.,Active,X,10.0,INE897A01011,Packaged Foods,6.01
530741,Ovobel Foods Ltd.,OVOBELE,OVOBEL FOODS LTD.,Active,XT,10.0,INE812S01012,Meat Products including Poultry,271.63
530747,Indo Asian Finance Limited,INDOASIAF,INDO ASIAN FINANCE LTD.,Active,X,10.0,INE807A01010,Non Banking Financial Company (NBFC),17.79
530755,Coral Newsprints Ltd.,CORNE,CORAL NEWSPRINTS LTD.,Active,XT,10.0,INE715D01019,Paper & Paper Products,4.72
530759,Sterling Tools Ltd.,STERTOOLS,STERLING TOOLS LTD.-$,Active,B,2.0,INE334A01023,Auto Components & Equipments,1316.68
530765,AGARWAL FORTUNE INDIA LIMITED,AGARWAL,Agarwal Fortune India Ltd,Active,XT,10.0,INE510B01018,Glass - Industrial,7.74
530771,KLG Capital Services Ltd.,KLGCAP,KLG CAPITAL SERVICES LTD.,Active,XT,10.0,INE929C01018,Non Banking Financial Company (NBFC),2.15
530777,Infra Industries Ltd.,INFRAIND,INFRA INDUSTRIES LTD.,Active,Z,10.0,INE287D01019,Plastic Products - Industrial,4.82
530779,Dynamic Protfolio Management & Serv,DYNAMICP,DYNAMIC PORTFOLIO MANAGEMENT & SERVICES LTD.,Active,XT,10.0,INE118C01018,Non Banking Financial Company (NBFC),77.63
530787,Inland Printers Ltd.,INLANPR,INLAND PRINTERS LTD.,Active,XT,10.0,INE055O01033,Printing & Publication,21.23
530789,Ceejay Finance Limited,CEEJAY,CEEJAY FINANCE LTD.,Active,X,10.0,INE358C01010,Non Banking Financial Company (NBFC),53.7
530795,Suncity Synthetics Ltd.,SUNCITYSY,SUNCITY SYNTHETICS LTD.,Active,XT,10.0,INE584D01019,Other Textile Products,3.9
530797,Shree Ganesh Elastoplast Ltd,SHGANEL,SHREE GANESH ELASTOPLAST LTD.,Active,XT,10.0,INE400N01017,Trading & Distributors,7.49
530799,Anna Infrastructures Ltd,ANNAINFRA,ANNA INFRASTRUCTURES LTD.,Active,X,10.0,INE336D01014,Non Banking Financial Company (NBFC),3.8
530803,Bhageria Industries Limited,BHAGIL,Bhageria Industries Ltd,Active,B,5.0,INE354C01027,Dyes And Pigments,685.0
530805,Onesource Ideas Venture Limited,OIVL,Onesource Ideas Venture Ltd,Active,X,10.0,INE125F01024,Consulting Services,19.75
530809,BNR Udyog Ltd.,BNRUDY,BNR UDYOG LTD.,Active,X,10.0,INE355C01016,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),11.72
530813,KRBL Ltd.,KRBL,KRBL LTD.,Active,A,1.0,INE001B01026,Other Agricultural Products,9244.94
530815,Refnol Resins & Chemicals Ltd.,REFNOL,REFNOL RESINS & CHEMICALS LTD.,Active,X,10.0,INE428C01011,Commodity Chemicals,26.13
530821,SSPDL Limited,SSPDL,SSPDL LTD.-$,Active,X,10.0,INE838C01011,Residential- Commercial Projects,19.41
530825,Daikaffil Chemicals India Ltd.,DAIKAFFI,DAIKAFFIL CHEMICALS INDIA LTD.,Active,X,10.0,INE789B01018,Specialty Chemicals,19.99
530829,Cil Securities Ltd.,CILSEC,CIL SECURITIES LTD.,Active,X,10.0,INE830A01012,Non Banking Financial Company (NBFC),12.71
530839,Clio Infotech Ltd.,CLIOINFO,CLIO INFOTECH LTD.,Active,X,10.0,INE011B01017,Software Products,4.84
530841,Shri Bholanath Carpets Limited,SHRIBCL,Shri Bholanath Carpets Ltd,Active,ZP,10.0,INE151F01012,Furniture- Home Furnishing,8.98
530843,Cupid Limited,CUPID,CUPID LTD.-$,Active,B,10.0,INE509F01011,Personal Care,457.49
530845,Sunshield Chemicals Ltd.,SUNSHIEL,SUNSHIELD CHEMICALS LTD.,Active,XT,10.0,INE199E01014,Specialty Chemicals,650.75
530853,Hipolin Ltd.,HIPOLIN,HIPOLIN LTD.,Active,XT,10.0,INE963A01011,Household Products,25.04
530855,GDL Leasing & Finance ltd.,GDLLEAS,GDL LEASING & FINANCE LTD.,Active,XT,10.0,INE545E01018,Non Banking Financial Company (NBFC),2.51
530871,Chembond Chemicals Ltd.,CHEMBOND,CHEMBOND CHEMICALS LTD.-$,Active,B,5.0,INE995D01025,Specialty Chemicals,514.73
530879,CAPITAL INDIA FINANCE LIMITED,CIFL,Capital India Finance Ltd,Active,X,10.0,INE345H01016,Non Banking Financial Company (NBFC),910.27
530883,Super Crop Safe Ltd.,SUCROSA,SUPER CROP SAFE LTD.,Active,XT,2.0,INE366G01022,Pesticides & Agrochemicals,32.41
530897,N.G.Industries Ltd.,NGIND,N.G.INDUSTRIES LTD.-$,Active,XT,10.0,INE825C01018,Healthcare Service Provider,38.78
530899,Asia Pack Ltd.,ASIAPAK,ASIA PACK LTD.,Active,X,10.0,INE784M01016,Other Textile Products,8.68
530905,Sai Industries Ltd.,SAINDUS,SAI INDUSTRIES LTD.,Active,ZP,10.0,INE213S01013,Non Banking Financial Company (NBFC),15.0
530907,S.I.Capital And Financial Services,SICAPIT,SI CAPITAL & FINANCIAL SERVICES LTD.,Active,XT,10.0,INE417F01017,Diversified Commercial Services,10.5
530909,ERP Soft Systems Ltd.,ERPSOFT,ERP SOFT SYSTEMS LTD.,Active,XT,10.0,INE308B01017,Diversified Commercial Services,29.11
530917,R.R.Securities Ltd.,RRSECUR,R.R.SECURITIES LTD.,Active,P,10.0,INE474H01014,Diversified Commercial Services,1.92
530919,Remsons Industries Ltd.,REMSONSIND,REMSONS INDUSTRIES LTD.,Active,T,10.0,INE474C01015,Auto Components & Equipments,237.1
530925,Ramsons Projects Ltd.,RAMSONS,RAMSONS PROJECTS LTD.,Active,XT,10.0,INE609D01014,Non Banking Financial Company (NBFC),9.45
530929,Euro Asia Exports Ltd.,EUROASIA,EURO ASIA EXPORTS LTD.,Active,P,10.0,INE535P01015,Trading & Distributors,2.2
530931,Stanpacks (India) Ltd.,STANPACK,STANPACKS (INDIA) LTD.,Active,XT,10.0,INE457D01018,Packaging,4.86
530943,Sri Adhikari Brothers Television Ne,SABTN,SRI ADHIKARI BROTHERS TELEVISION NETWORK LTD.,Active,T,10.0,INE416A01036,TV Broadcasting & Software Production,5.31
530951,RAMINFO LIMITED,RAMINFO,RAMINFO LIMITED,Active,X,10.0,INE357B01022,IT Enabled Services,67.4
530953,Sunil Agro Foods ltd.,SUNILAGR,SUNIL AGRO FOODS LTD.-$,Active,X,10.0,INE224D01012,Other Agricultural Products,72.62
530959,Diana Tea Co.Ltd.,DIANATEA,DIANA TEA CO.LTD.,Active,X,5.0,INE012E01035,Tea & Coffee,39.34
530961,Vikas EcoTech Limited,VIKASECO,Vikas EcoTech Ltd,Active,B,1.0,INE806A01020,Specialty Chemicals,337.0
530965,Indian Oil Corporation Ltd.,IOC,INDIAN OIL CORPORATION LTD.,Active,A,10.0,INE242A01010,Refineries & Marketing,129731.82
530973,Alfa Ica (India) Ltd,ALFAICA,ALFA ICA (INDIA) LTD.,Active,XT,10.0,INE042C01010,Plastic Products - Industrial,21.0
530977,Shri Keshav Cements and Infra Limited,SKCIL,Shri Keshav Cements And Infra Ltd,Active,X,10.0,INE260E01014,Cement & Cement Products,224.49
530979,India Home Loan Limited,INDIAHOME,INDIA HOME LOAN LTD.,Active,X,10.0,INE274E01015,Housing Finance Company,39.13
530985,JPT Securities Ltd.,JPTSEC,JPT SECURITIES LTD.,Active,XT,10.0,INE630C01012,Non Banking Financial Company (NBFC),1.99
530991,Roopa Industries Ltd.,ROOPAIND,ROOPA INDUSTRIES LTD.,Active,XT,10.0,INE443C01010,Pharmaceuticals,32.76
530993,Sarthak Global Ltd.,SARTHAKGL,SARTHAK GLOBAL LTD.,Active,XT,10.0,INE075H01019,Trading & Distributors,3.38
530997,Unique Organics Ltd.,UNIQUEO,UNIQUE ORGANICS LTD.,Active,X,10.0,INE333E01019,Other Agricultural Products,30.12
530999,Balaji Amines Ltd.,BALAMINES,BALAJI AMINES LTD.-$,Active,A,2.0,INE050E01027,Specialty Chemicals,6947.91
531003,Swarna Securities Ltd.,SWRNASE,SWARNA SECURITIES LTD.,Active,XT,10.0,INE595G01018,Non Banking Financial Company (NBFC),11.59
531017,Arihants Securities ltd.,ARISE,ARIHANT'S SECURITIES LTD.,Active,XT,10.0,INE190D01015,Diversified Commercial Services,7.03
531025,Visagar Financial Services Ltd,VISAGAR,VISAGAR FINANCIAL SERVICES LTD.,Active,X,1.0,INE309H01038,Other Financial Services,51.97
531027,Libord Securities Ltd.,LIBORD,LIBORD SECURITIES LTD.,Active,XT,10.0,INE267E01019,Other Financial Services,6.53
531029,Bharat Textiles & Proofing Industri,BHATEXT,BHARAT TEXTILES & PROOFING INDUSTRIES LTD.,Active,P,10.0,INE201N01019,Trading & Distributors,3.87
531035,Justride Enterprises Limited,JRELTD,Justride Enterprises Ltd,Active,XT,10.0,INE432F01024,2/3 Wheelers,2.16
531041,Competent Automobiles Co. Ltd.,COMPEAU,COMPETENT AUTOMOBILES CO.LTD.,Active,XT,10.0,INE823B01015,Auto -Dealer,226.16
531043,Dhanvantri Jeevan Rekha Ltd.,ZDHJERK,DHANVANTRI JEEVAN REKHA LTD.,Active,XT,10.0,INE239F01015,Healthcare Service Provider,5.25
531049,Neelkanth Rockminerals ltd.,NEELKAN,NEELKANTH ROCKMINERALS LTD.,Active,Z,10.0,INE741D01015,Other Construction Materials,4.87
531051,Vintage Securities Ltd.,VINTAGES,VINTAGE SECURITIES LTD.,Active,X,10.0,INE153C01015,Non Banking Financial Company (NBFC),3.26
531065,Oswal Overseas Ltd,OSWALOR,OSWAL OVERSEAS LTD.,Active,XT,5.0,INE906K01027,Sugar,5.75
531067,Contil India Limited,CONTILI,CONTIL INDIA LTD.,Active,X,10.0,INE080G01011,Trading & Distributors,28.78
531069,Vijay Solvex Ltd.,VIJSOLX,VIJAY SOLVEX LTD.,Active,XT,10.0,INE362D01010,Edible Oil,278.19
531080,Shri Krishna Devcon Limited,SHRIKRISH,SHRI KRISHNA DEVCON LTD.,Active,XT,10.0,INE997I01012,Residential- Commercial Projects,88.9
531082,Alankit Limited,ALANKIT,Alankit Ltd,Active,B,1.0,INE914E01040,Diversified Commercial Services,230.62
531083,Nihar Info Global Ltd.,NIHARINF,NIHAR INFO GLOBAL LTD.,Active,X,10.0,INE876E01033,Software Products,6.24
531091,United Credit ltd.,UNITDCR,UNITED CREDIT LTD.,Active,X,10.0,INE858C01027,Non Banking Financial Company (NBFC),8.36
531092,OM INFRA LIMITED,OMINFRAL,OM Infra Ltd,Active,T,1.0,INE239D01028,Civil Construction,585.43
531099,Checkpoint Trends Limited,CHECKPOINT,Checkpoint Trends Ltd,Active,X,10.0,INE396H01019,Pharmaceuticals,2.24
531109,Ishan Dyes & Chemicals Ltd.,ISHANCH,ISHAN DYES & CHEMICALS LTD.,Active,X,10.0,INE561M01018,Specialty Chemicals,134.97
531111,Gothi Plascon (India) Ltd.,GOTHIPL,GOTHI PLASCON (INDIA) LTD.,Active,P,10.0,INE538G01018,Houseware,32.18
531112,BALU FORGE INDUSTRIES LIMITED,BALUFORGE,Balu Forge Industries Ltd,Active,X,10.0,INE011E01029,Industrial Products,1763.67
531119,Ceenik Exports (india) Ltd.,CEENIK,CEENIK EXPORTS (INDIA) LTD.,Active,XT,10.0,INE418D01010,Gems- Jewellery And Watches,4.97
531120,Patel Engineering Ltd,PATELENG,PATEL ENGINEERING LTD.-$,Active,B,1.0,INE244B01030,Civil Construction,4410.39
531126,Virtualsoft Systems Ltd.,VIRTUALS,VIRTUALSOFT SYSTEMS LTD.,Active,XT,10.0,INE237C01016,Software Products,4.37
531127,MENA MANI INDUSTRIES LIMITED,MENAMANI,Mena Mani Industries Ltd,Active,XT,1.0,INE148B01033,Non Banking Financial Company (NBFC),49.87
531129,Inani Marbles & Industries Ltd.,INANI,INANI MARBLES & INDUSTRIES LTD.,Active,X,2.0,INE635D01027,Other Construction Materials,36.01
531137,Gemstone Investments Ltd.,GEMSI,GEMSTONE INVESTMENTS LTD.,Active,XT,1.0,INE503D01027,Diversified Commercial Services,6.05
531144,El Forge Ltd.,ELFORGE,EL FORGE LTD.-$,Active,XT,10.0,INE158F01017,Auto Components & Equipments,21.42
531146,Medicamen Biotech Ltd.,MEDICAMEQ,MEDICAMEN BIOTECH LTD.-$,Active,B,10.0,INE646B01010,Pharmaceuticals,874.0
531147,Alicon Castalloy Limited,ALICON,Alicon Castalloy Limited,Active,B,5.0,INE062D01024,Auto Components & Equipments,1348.64
531153,Diligent Industries Limited,DILIGENT,DILIGENT INDUSTRIES LTD.,Active,X,1.0,INE650C01036,Edible Oil,121.11
531155,Epsom Properties Limited,EPSOMPRO,EPSOM PROPERTIES LTD.,Active,XT,10.0,INE601F01016,Residential- Commercial Projects,4.38
531156,Alfavision Overseas (India) Ltd.,ALFAVIO,ALFAVISION OVERSEAS (INDIA) LTD.,Active,XT,1.0,INE883B01027,Other Agricultural Products,69.39
531157,Organic Coatings Ltd.,ORGCOAT,ORGANIC COATINGS LTD.,Active,X,10.0,INE412E01011,Specialty Chemicals,6.21
531158,Catvision Limited,CATVISION,Catvision Limited,Active,X,10.0,INE660B01011,Trading & Distributors,7.04
531161,ABM Knowledgeware Ltd.,ABMKNO,ABM KNOWLEDGEWARE LTD.,Active,X,5.0,INE850B01026,Software Products,197.62
531162,Emami Ltd,EMAMILTD,EMAMI LTD.-$,Active,A,1.0,INE548C01032,Personal Care,22879.12
531163,Kemistar Corporation Limited,KEMISTAR,Kemistar Corporation Limited,Active,X,10.0,INE971L01029,Specialty Chemicals,40.89
531164,Laser Diamonds Ltd.,LADIAMO,LASER DIAMONDS LTD.,Active,P,10.0,INE995E01015,Gems- Jewellery And Watches,0.22
531168,Associated Ceramics Ltd.,ASSOCER,ASSOCIATED CERAMICS LTD.,Active,XT,10.0,INE771E01010,Other Construction Materials,44.08
531169,SKP Securities Ltd.,SKPSEC,SKP SECURITIES LTD.,Active,X,10.0,INE709B01016,Non Banking Financial Company (NBFC),44.82
531173,Syschem (India) Ltd.,SYSCHEM,SYSCHEM (INDIA) LTD.,Active,X,10.0,INE121D01036,Pharmaceuticals,165.89
531175,BLS Infotech Limited,BLSINFOTE,BLS INFOTECH LTD.,Active,X,1.0,INE606B01022,Software Products,80.1
531176,Mefcom Capital Markets Ltd.,MEFCOMCAP,MEFCOM CAPITAL MARKETS LTD.,Active,XT,2.0,INE186C01023,Other Capital Market related Services,93.14
531178,Hemang Resources Limited,HEMANG,Hemang Resources Ltd,Active,XT,10.0,INE930A01010,Trading & Distributors,49.57
531179,Arman Financial Services Limited,ARMANFIN,ARMAN FINANCIAL SERVICES LTD.,Active,B,10.0,INE109C01017,Non Banking Financial Company (NBFC),1959.38
531190,Tavernier Resources Limited,TAVERNIER,Tavernier Resources Limi,Active,XT,10.0,INE355H01015,Trading & Distributors,6.1
531199,Glance Finance Ltd.,GLANCE,GLANCE FINANCE LTD.,Active,X,10.0,INE580D01017,Non Banking Financial Company (NBFC),11.91
531201,Shilchar Technologies Ltd.,SHILCTECH,SHILCHAR TECHNOLOGIES LTD.,Active,X,10.0,INE024F01011,Other Electrical Equipment,1215.27
531203,TRADEWELL HOLDINGS LIMITED,TRADEWELL,Tradewell Holdings Ltd,Active,X,10.0,INE819G01012,Consulting Services,12.24
531205,TINE AGRO LIMITED,TINEAGRO,Tine Agro Ltd,Active,XT,10.0,INE179O01023,Trading & Distributors,0.21
531207,Raymed Labs. Ltd.,RAYLA,RAYMED LABS LTD.,Active,XT,10.0,INE741C01017,Pharmaceuticals,1.0
531209,Nucleus Software Exports Ltd,NUCLEUS,NUCLEUS SOFTWARE EXPORTS LTD.,Active,B,10.0,INE096B01018,Software Products,2677.33
531210,Colinz Laboratories ltd.,COLINZ,COLINZ LABORATORIES LTD.,Active,XT,10.0,INE923C01011,Pharmaceuticals,10.05
531212,Nalin Lease Finance Ltd.,NLFL,NALIN LEASE FINANCE LTD.,Active,X,10.0,INE606C01012,Non Banking Financial Company (NBFC),22.82
531213,Manappuram Finance Limited,MANAPPURAM,MANAPPURAM FINANCE LTD.,Active,A,2.0,INE522D01027,Non Banking Financial Company (NBFC),12217.71
531215,RTS Power Corporation Ltd.,RTSPOWR,RTS POWER CORPORATION LTD.,Active,X,10.0,INE005C01017,Other Electrical Equipment,119.37
531216,Comfort Intech Ltd,COMFINTE,COMFORT INTECH LTD.-$,Active,XT,1.0,INE819A01049,Breweries & Distilleries,148.77
531219,Shyama Infosys Ltd.,SHYAMAINFO,SHYAMA INFOSYS LTD.,Active,P,10.0,INE861E01019,Pharmaceuticals,4.44
531221,Mayur Floorings Ltd.,MAYURFL,MAYUR FLOORINGS LTD.,Active,XT,10.0,INE262W01012,Other Construction Materials,5.42
531223,Anjani Synthetics Limited,ANJANI,ANJANI SYNTHETICS LTD.-$,Active,X,10.0,INE364D01032,Other Textile Products,43.1
531225,XTGLOBAL INFOTECH LIMITED,XTGLOBAL,Xtglobal Infotech Ltd,Active,X,1.0,INE547B01028,Computers - Software & Consulting,531.21
531227,Deco-Mica Ltd.,DECOMIC,DECO-MICA LTD.,Active,XT,10.0,INE907E01010,Commodity Chemicals,31.04
531228,Rander Corporation Ltd.,RANDER,RANDER CORPORATION LTD.,Active,X,10.0,INE821D01031,Non Banking Financial Company (NBFC),7.65
531233,Rasi Electrodes Ltd.,RASIELEC,RASI ELECTRODES LTD.,Active,X,2.0,INE822D01021,Industrial Products,51.52
531234,SCOOBEE DAY GARMENTS (INDIA) LIMITED,SCOOBEEDAY,Scoobee Day Garments (India) Ltd,Active,X,10.0,INE962E01015,Garments & Apparels,115.63
531235,Citiport Financial Services Ltd.,CITIPOR,CITIPORT FINANCIAL SERVICES LTD.,Active,XT,10.0,INE494D01011,Non Banking Financial Company (NBFC),4.33
531237,Dhruva Capital Services Ltd.,DHRUVCA,DHRUVA CAPITAL SERVICES LTD.,Active,XT,10.0,INE972E01014,Non Banking Financial Company (NBFC),27.73
531240,Shamrock Industrial Co. Ltd.,SHAMROIN,SHAMROCK INDUSTRIAL CO.LTD.,Active,XT,10.0,INE022F01015,Trading & Distributors,2.29
531241,LINC LIMITED,LINC,Linc Ltd-$,Active,B,10.0,INE802B01019,Stationary,913.38
531246,Prima Industries Ltd.,PRIMAIN,PRIMA INDUSTRIES LTD.,Active,XT,10.0,INE723N01012,Edible Oil,16.27
531252,ANERI FINCAP LIMITED,ANERI,Aneri Fincap Ltd,Active,XT,10.0,INE720D01019,Non Banking Financial Company (NBFC),1.27
531253,India Gelatine & Chemicals Ltd.,INDGELA,INDIA GELATINE & CHEMICALS LTD.-$,Active,XT,10.0,INE342D01012,Specialty Chemicals,281.49
531254,Optimus Finance Limited,OPTIFIN,Optimus Finance Ltd,Active,XT,10.0,INE031G01014,Non Banking Financial Company (NBFC),62.08
531255,Paragon Finance Ltd.,PARAGONF,PARAGON FINANCE LTD.,Active,XT,10.0,INE015E01012,Non Banking Financial Company (NBFC),13.85
531257,Pratiksha Chemicals Ltd.,PRATIKSH,PRATIKSHA CHEMICALS LTD.,Active,X,10.0,INE530D01012,Specialty Chemicals,11.81
531259,Esha Media Research Limited,ESHAMEDIA,Esha Media Research Limited,Active,XT,10.0,INE328F01016,Advertising & Media Agencies,2.89
531260,Refex Renewables & Infrastructure Limited,REFEXRENEW,Refex Renewables & Infrastructure Ltd,Active,X,10.0,INE332F01018,Civil Construction,167.61
531265,PROGREX VENTURES LIMITED,PROGREXV,Progrex Ventures Ltd,Active,XT,10.0,INE421E01012,Other Food Products,3.21
531266,V.S.T.Tillers Tractors Ltd.,VSTTILLERS,V.S.T.TILLERS TRACTORS LTD.-$,Active,B,10.0,INE764D01017,Tractors,3026.38
531268,B2B Software Technologies Ltd.,B2BSOFT,B2B SOFTWARE TECHNOLOGIES LTD.,Active,XT,10.0,INE151B01011,Software Products,29.0
531272,Nikki Global Finance Ltd.,NIKKIGL,NIKKI GLOBAL FINANCE LTD.,Active,X,10.0,INE526C01012,Non Banking Financial Company (NBFC),2.24
531273,Radhe Developers (India) ltd.,RADHEDE,RADHE DEVELOPERS (INDIA) LTD.,Active,XT,1.0,INE986B01044,Residential- Commercial Projects,157.63
531274,Kinetic Trust Ltd.,KINETRU,KINETIC TRUST LTD.,Active,XT,10.0,INE674M01019,Non Banking Financial Company (NBFC),4.08
531278,Elixir Capital Limited,ELIXIR,Elixir Capital Ltd,Active,X,10.0,INE785D01012,Other Financial Services,25.03
531279,Trishakti Electronics & industries,TRISHAKT,TRISHAKTI ELECTRONICS & INDUSTRIES LTD.,Active,XT,10.0,INE238C01014,Non Banking Financial Company (NBFC),10.63
531280,Pankaj Polymers Ltd.,PANKAJPO,PANKAJ POLYMERS LTD.,Active,X,10.0,INE698B01011,Packaging,3.6
531281,MARBLE CITY INDIA LIMITED,MARBLE,Marble City India Ltd,Active,XT,5.0,INE807H01023,Other Construction Materials,19.71
531283,Cindrella Financial Services Ltd.,CINDRELL,CINDRELLA FINANCIAL SERVICES LTD.,Active,XT,10.0,INE897D01015,Non Banking Financial Company (NBFC),4.11
531287,National Plastic Technologies Ltd,NATPLASTI,NATIONAL PLASTIC TECHNOLOGIES LTD.,Active,XT,10.0,INE896D01017,Plastic Products - Industrial,110.44
531288,Lead Financial Services  Ltd,LEADFIN,LEAD FINANCIAL SERVICES LTD.,Active,XT,10.0,INE531D01010,Non Banking Financial Company (NBFC),3.43
531289,National Fittings Limited,NATFIT,National Fittings Limited,Active,X,10.0,INE643C01015,Iron & Steel Products,103.08
531297,Artefact Projects Ltd,ARTEFACT,ARTEFACT PROJECTS LTD.,Active,XT,10.0,INE885B01014,Consulting Services,36.88
531300,Amit International Ltd.,AMITINT,AMIT INTERNATIONAL LTD.,Active,Z,10.0,INE053D01015,Other Textile Products,6.12
531301,High Street Filatex Limited,HIGHSTREE,HIGH STREET FILATEX LTD.,Active,X,10.0,INE319M01011,Other Textile Products,2.24
531304,Nutech Global Ltd.,NUTECGLOB,NUTECH GLOBAL LTD.,Active,XT,10.0,INE960H01012,Other Textile Products,12.39
531306,DHP India Ltd.,DHPIND,DHP INDIA LTD.,Active,X,10.0,INE590D01016,Oil Equipment & Services,246.35
531307,RRIL LIMITED,RRIL,RRIL Ltd,Active,XT,5.0,INE951M01037,Other Textile Products,239.88
531310,Available Finance Ltd.,AVAILFC,AVAILABLE FINANCE LTD.,Active,X,10.0,INE325G01010,Non Banking Financial Company (NBFC),135.2
531314,Integra Capital Management Ltd.,INTCAPM,INTEGRA CAPITAL MANAGEMENT LTD.,Active,X,10.0,INE366H01012,Non Banking Financial Company (NBFC),8.23
531319,Maruti Securities Ltd.,MARUTISE,MARUTI SECURITIES LTD.,Active,X,10.0,INE368C01019,Non Banking Financial Company (NBFC),3.72
531322,SRI HAVISHA HOSPITALITY AND INFRASTRUCTURE LIMITED,HAVISHA,Sri Havisha Hospitality And Infrastructure Ltd,Active,T,2.0,INE293B01029,Hotels & Resorts,26.25
531323,JAYATMA INDUSTRIES LIMITED,JAYIND,Jayatma Industries Ltd,Active,XT,10.0,INE250D01017,Other Textile Products,6.25
531324,Roselabs Finance Ltd.,ROSELABS,ROSELABS FINANCE LTD.,Active,XT,10.0,INE475C01012,Other Financial Services,23.45
531327,Charms Industries Ltd,CHARMS,CHARMS INDUSTRIES LTD.,Active,XT,10.0,INE442C01012,Other Financial Services,1.34
531328,KRETTO SYSCON LIMITED,KRETTOSYS,Kretto Syscon Ltd,Active,X,1.0,INE128R01023,Residential- Commercial Projects,9.09
531334,Vikalp Securities Ltd.,VIKALPS,VIKALP SECURITIES LTD.,Active,XT,10.0,INE186E01011,Diversified Commercial Services,2.93
531335,Zydus Wellness Limited,ZYDUSWELL,ZYDUS WELLNESS LTD.-$,Active,A,10.0,INE768C01010,Packaged Foods,10603.98
531337,WinPro Industries Limited,WINPRO,WinPro Industries Ltd,Active,T,5.0,INE974C01022,Advertising & Media Agencies,37.19
531338,Milestone Global Limited,MILESTONE,MILESTONE GLOBAL LTD.,Active,X,10.0,INE151H01018,Other Construction Materials,8.13
531340,Bervin Investments And Leasing Ltd.,BERVINL,BERVIN INVESTMENT & LEASING LTD.,Active,XT,10.0,INE348I01018,Other Financial Services,22.73
531341,"Gujarat Investa Ltd.,",GUJINV,GUJARAT INVESTA LTD.,Active,XT,10.0,INE373D01017,Non Banking Financial Company (NBFC),9.94
531344,Container Corporation Of India Ltd.,CONCOR,CONTAINER CORPORATION OF INDIA LTD.,Active,A,5.0,INE111A01025,Logistics Solution Provider,40463.24
531346,Eastern Treads Ltd.,EASTRED,EASTERN TREADS LTD.,Active,XT,10.0,INE500D01015,Tyres & Rubber Products,21.19
531349,Panacea Biotec Ltd.,PANACEABIO,PANACEA BIOTEC LTD.,Active,B,1.0,INE922B01023,Pharmaceuticals,848.94
531352,Peeti Securities Ltd.,PEETISEC,PEETI SECURITIES LTD.,Active,XT,10.0,INE328D01011,Other Textile Products,7.02
531357,MERCURY EV-TECH LIMITED,MERCURYEV,Mercury Ev-Tech Ltd,Active,XT,1.0,INE763M01028,Passenger Cars & Utility Vehicles,584.54
531358,Choice International Ltd,CHOICEIN,CHOICE INTERNATIONAL LTD.,Active,A,10.0,INE102B01014,Holding Company,3655.08
531359,Shriram Asset Management Co.Ltd.,SRAMSET,SHRIRAM ASSET MANAGEMENT CO.LTD.,Active,XT,10.0,INE777G01012,Asset Management Company,169.41
531360,Golechha Global Finance Ltd.,GOLECHA,GOLECHHA GLOBAL FINANCE LTD.,Active,XT,10.0,INE427D01011,Diversified Commercial Services,7.15
531364,Ekansh Concepts Limited,EKANSH,Ekansh Concepts Ltd,Active,X,10.0,INE005E01013,Consulting Services,98.62
531370,SPARC ELECTREX LIMITED,SPAR,Sparc Electrex Ltd,Active,XT,10.0,INE960B01015,Computers - Software & Consulting,62.23
531373,The Byke Hospitality    Ltd,THEBYKE,THE BYKE HOSPITALITY LTD.,Active,B,10.0,INE319B01014,Hotels & Resorts,143.27
531380,Centenial Surgical Suture Ltd.,CSURGSU,CENTENIAL SURGICAL SUTURE LTD.,Active,X,10.0,INE405H01018,Medical Equipment & Supplies,29.01
531381,Arihant Foundations & Housing Ltd.,ARIHANT,ARIHANT FOUNDATIONS & HOUSING LTD.-$,Active,XT,10.0,INE413D01011,Residential- Commercial Projects,46.03
531387,Hasti Finance Ltd.,HASTIFIN,HASTI FINANCE LTD.,Active,X,10.0,INE671D01014,Non Banking Financial Company (NBFC),5.42
531390,Upsurge Investment And Finance Ltd.,UPSURGE,UPSURGE INVESTMENT & FINANCE LTD.,Active,X,10.0,INE890B01014,Non Banking Financial Company (NBFC),57.58
531395,Padam Cotton Yarns Ltd.,PADAMCO,PADAM COTTON YARNS LTD.,Active,XT,10.0,INE448D01017,Other Textile Products,8.21
